Chainage,Elevation
139.64,386
139.66,386
139.68,386
139.7,386
139.72,386
139.74,386
139.76,386
139.78,386
139.8,386
139.82,386
139.84,386
139.86,386
139.88,386
139.9,386
139.92,386
139.94,386
139.96,386
139.98,386
140,386
140.02,386
140.04,386
140.06,386
140.08,386
140.1,386
140.12,386
140.14,386
140.16,386
140.18,386
140.2,386
140.22,386
140.24,386
140.26,386
140.28,386
140.3,386
140.32,386
140.34,386
140.36,386
140.38,386
140.4,386
140.42,386
140.44,386
140.46,#REF!
140.48,#REF!
140.5,#REF!
140.52,#REF!
140.54,#REF!
140.56,#REF!
140.58,#REF!
140.6,#REF!
140.62,#REF!
140.64,405
140.66,405
140.68,404
140.7,404
140.72,405
140.74,406
140.76,407
140.78,407
140.8,406
140.82,406
140.84,406
140.86,405
140.88,405
140.9,405
140.92,405
140.94,405
140.96,405
140.98,406
141,406
141.02,405
141.04,405
141.06,406
141.08,406
141.1,408
141.12,409
141.14,409
141.16,409
141.18,409
141.2,409
141.22,410
141.24,411
141.26,414
141.28,414
141.3,418
141.32,422
141.34,426
141.36,428
141.38,430
141.4,428
141.42,430
141.44,433
141.46,439
141.48,441
141.5,440
141.52,440
141.54,444
141.56,448
141.58,449
141.6,449
141.62,449
141.64,451
141.66,453
141.68,454
141.7,454
141.72,454
141.74,454
141.76,454
141.78,454
141.8,454
141.82,454
141.84,454
141.86,456
141.88,456
141.9,456
141.92,457
141.94,457
141.96,457
141.98,458
142,458
142.02,459
142.04,459
142.06,459
142.08,459
142.1,460
142.12,460
142.14,461
142.16,461
142.18,462
142.2,463
142.22,463
142.24,464
142.26,465
142.28,464
142.3,463
142.32,462
142.34,461
142.36,462
142.38,463
142.4,464
142.42,463
142.44,463
142.46,463
142.48,463
142.5,464
142.52,463
142.54,465
142.56,468
142.58,471
142.6,471
142.62,470
142.64,474
142.66,482
142.68,481
142.7,481
142.72,481
142.74,487
142.76,495
142.78,500
142.8,508
142.82,507
142.84,514
142.86,520
142.88,526
142.9,537
142.92,535
142.94,546
142.96,555
142.98,567
143,577
143.02,577
143.04,588
143.06,602
143.08,615
143.1,627
143.12,635
143.14,635
143.16,643
143.18,649
143.2,652
143.22,654
143.24,654
143.26,656
143.28,659
143.3,661
143.32,663
143.34,663
143.36,665
143.38,668
143.4,668
143.42,670
143.44,672
143.46,672
143.48,672
143.5,672
143.52,672
143.54,672
143.56,672
143.58,673
143.6,673
143.62,676
143.64,676
143.66,677
143.68,677
143.7,679
143.72,680
143.74,681
143.76,683
143.78,683
143.8,684
143.82,684
143.84,684
143.86,685
143.88,686
143.9,686
143.92,688
143.94,688
143.96,691
143.98,691
144,691
144.02,692
144.04,692
144.06,692
144.08,694
144.1,695
144.12,696
144.14,697
144.16,697
144.18,698
144.2,699
144.22,700
144.24,700
144.26,699
144.28,699
144.3,700
144.32,700
144.34,702
144.36,703
144.38,705
144.4,705
144.42,705
144.44,705
144.46,707
144.48,708
144.5,710
144.52,710
144.54,711
144.56,711
144.58,710
144.6,711
144.62,713
144.64,715
144.66,716
144.68,716
144.7,716
144.72,716
144.74,716
144.76,715
144.78,715
144.8,713
144.82,712
144.84,712
144.86,714
144.88,716
144.9,718
144.92,719
144.94,720
144.96,720
144.98,720
145,720
145.02,720
145.04,719
145.06,719
145.08,718
145.1,717
145.12,717
145.14,717
145.16,717
145.18,718
145.2,719
145.22,719
145.24,719
145.26,719
145.28,719
145.3,720
145.32,721
145.34,722
145.36,722
145.38,722
145.4,723
145.42,723
145.44,724
145.46,725
145.48,725
145.5,725
145.52,725
145.54,725
145.56,725
145.58,725
145.6,727
145.62,728
145.64,728
145.66,729
145.68,731
145.7,731
145.72,731
145.74,732
145.76,733
145.78,735
145.8,736
145.82,737
145.84,737
145.86,738
145.88,740
145.9,741
145.92,742
145.94,744
145.96,744
145.98,745
146,745
146.02,745
146.04,745
146.06,745
146.08,745
146.1,745
146.12,745
146.14,746
146.16,747
146.18,747
146.2,749
146.22,750
146.24,751
146.26,751
146.28,752
146.3,752
146.32,754
146.34,755
146.36,756
146.38,756
146.4,756
146.42,756
146.44,756
146.46,757
146.48,759
146.5,760
146.52,760
146.54,761
146.56,761
146.58,761
146.6,762
146.62,763
146.64,764
146.66,765
146.68,765
146.7,765
146.72,765
146.74,765
146.76,766
146.78,766
146.8,766
146.82,766
146.84,766
146.86,769
146.88,771
146.9,773
146.92,772
146.94,774
146.96,774
146.98,774
147,775
147.02,775
147.04,774
147.06,774
147.08,776
147.1,777
147.12,778
147.14,778
147.16,780
147.18,780
147.2,780
147.22,780
147.24,780
147.26,780
147.28,780
147.3,780
147.32,780
147.34,780
147.36,780
147.38,780
147.4,780
147.42,779
147.44,779
147.46,778
147.48,777
147.5,775
147.52,775
147.54,774
147.56,772
147.58,771
147.6,769
147.62,767
147.64,764
147.66,763
147.68,763
147.7,763
147.72,762
147.74,760
147.76,757
147.78,755
147.8,753
147.82,753
147.84,751
147.86,748
147.88,745
147.9,743
147.92,741
147.94,739
147.96,739
147.98,736
148,734
148.02,733
148.04,732
148.06,731
148.08,731
148.1,730
148.12,730
148.14,730
148.16,729
148.18,728
148.2,727
148.22,726
148.24,725
148.26,725
148.28,724
148.3,722
148.32,720
148.34,719
148.36,717
148.38,716
148.4,716
148.42,715
148.44,714
148.46,713
148.48,712
148.5,711
148.52,710
148.54,710
148.56,710
148.58,710
148.6,710
148.62,710
148.64,710
148.66,710
148.68,710
148.7,709
,
148.72,708
148.74,708
148.76,707
148.78,707
148.8,707
148.82,708
148.84,708
148.86,710
148.88,710
148.9,710
,#REF!
148.92,#REF!
148.94,#REF!
148.96,#REF!
148.98,#REF!
149,#REF!
149.02,690
149.04,#REF!
149.06,#REF!
149.08,#REF!
,#REF!
149.1,#REF!
149.12,#REF!
149.14,703
149.16,704
149.18,704
149.2,705
149.22,707
149.24,707
149.26,708
149.28,708
149.3,708
149.32,708
149.34,708
149.36,709
149.38,708
149.4,709
149.42,709
149.44,709
149.46,709
149.48,708
149.5,706
149.52,706
149.54,706
149.56,706
149.58,706
149.6,706
149.62,706
149.64,701
149.66,699
149.68,699
149.7,700
149.72,700
149.74,701
149.76,700
149.78,702
149.8,702
149.82,704
149.84,705
149.86,707
149.88,708
149.9,709
149.92,711
149.94,711
149.96,712
149.98,712
150,713
150.02,713
150.04,714
150.06,715
150.08,716
150.1,716
150.12,718
150.14,719
150.16,720
150.18,721
150.2,722
150.22,723
150.24,723
150.26,725
150.28,725
150.3,726
150.32,728
150.34,730
150.36,731
150.38,734
150.4,735
150.42,737
150.44,738
150.46,741
150.48,742
150.5,743
150.52,747
150.54,749
150.56,751
150.58,752
150.6,754
150.62,755
150.64,755
150.66,756
150.68,759
150.7,760
150.72,762
150.74,762
150.76,766
150.78,767
150.8,769
150.82,770
150.84,774
150.86,777
150.88,779
150.9,781
150.92,782
150.94,782
150.96,781
150.98,780
151,779
151.02,778
151.04,777
151.06,775
151.08,774
151.1,774
151.12,775
151.14,777
151.16,778
151.18,780
151.2,782
151.22,783
151.24,784
151.26,784
151.28,783
151.3,783
151.32,783
151.34,786
151.36,791
151.38,791
151.4,791
151.42,791
151.44,793
151.46,794
151.48,793
151.5,795
151.52,793
151.54,794
151.56,796
151.58,795
151.6,795
151.62,794
151.64,794
151.66,794
151.68,794
151.7,794
151.72,794
151.74,795
151.76,796
151.78,796
151.8,797
151.82,799
151.84,799
151.86,798
151.88,798
151.9,796
151.92,796
151.94,795
151.96,795
151.98,795
152,795
152.02,795
152.04,795
152.06,795
152.08,795
152.1,794
152.12,794
152.14,794
152.16,794
152.18,793
152.2,793
152.22,791
152.24,790
152.26,790
152.28,789
152.3,789
152.32,788
152.34,788
152.36,786
152.38,786
152.4,784
152.42,783
152.44,781
152.46,781
152.48,779
152.5,779
152.52,777
152.54,776
152.56,776
152.58,775
152.6,774
152.62,773
152.64,772
152.66,772
152.68,770
152.7,769
152.72,768
152.74,766
152.76,766
152.78,765
152.8,765
152.82,765
152.84,764
152.86,763
152.88,763
152.9,762
152.92,762
152.94,762
152.96,761
152.98,761
153,759
153.02,758
153.04,756
153.06,755
153.08,755
153.1,755
153.12,755
153.14,755
153.16,755
153.18,753
153.2,753
153.22,751
153.24,751
153.26,748
153.28,749
153.3,747
153.32,749
153.34,747
153.36,748
153.38,747
153.4,748
153.42,748
153.44,749
153.46,749
153.48,749
153.5,749
153.52,748
153.54,748
153.56,748
153.58,748
153.6,747
153.62,746
153.64,746
153.66,745
153.68,745
153.7,745
153.72,745
153.74,744
153.76,744
153.78,744
153.8,743
153.82,743
153.84,743
153.86,742
153.88,742
153.9,744
153.92,745
153.94,743
153.96,741
153.98,740
154,739
154.02,738
154.04,738
154.06,737
154.08,735
154.1,735
154.12,734
154.14,734
154.16,734
154.18,734
154.2,733
154.22,732
154.24,732
154.26,732
154.28,731
154.3,729
154.32,728
154.34,727
154.36,726
154.38,725
154.4,725
154.42,725
154.44,726
154.46,725
154.48,725
154.5,724
154.52,723
154.54,722
154.56,720
154.58,719
154.6,719
154.62,718
154.64,718
154.66,717
154.68,717
154.7,717
154.72,717
154.74,#REF!
154.76,#REF!
154.78,#REF!
154.8,#REF!
154.82,#REF!
154.84,#REF!
154.86,#REF!
154.88,#REF!
154.9,#REF!
154.92,#REF!
154.94,#REF!
154.96,#REF!
154.98,667
155,#REF!
155.02,#REF!
155.04,#REF!
155.06,#REF!
155.08,#REF!
155.1,#REF!
155.12,#REF!
155.14,#REF!
155.16,#REF!
155.18,#REF!
155.2,#REF!
155.22,#REF!
155.24,718
155.26,719
155.28,720
155.3,721
155.32,723
155.34,724
155.36,725
155.38,725
155.4,726
155.42,727
155.44,728
155.46,729
155.48,729
155.5,730
155.52,730
155.54,731
155.56,732
155.58,732
155.6,733
155.62,734
155.64,734
155.66,735
155.68,736
155.7,737
155.72,737
155.74,738
155.76,738
155.78,738
155.8,738
155.82,739
155.84,739
155.86,740
155.88,741
155.9,741
155.92,742
155.94,744
155.96,744
155.98,745
156,746
156.02,747
156.04,748
156.06,748
156.08,749
156.1,749
156.12,750
156.14,751
156.16,752
156.18,753
156.2,754
156.22,755
156.24,756
156.26,758
156.28,759
156.3,760
156.32,761
156.34,761
156.36,762
156.38,764
156.4,765
156.42,767
156.44,767
156.46,768
156.48,768
156.5,769
156.52,770
156.54,772
156.56,774
156.58,774
156.6,775
156.62,776
156.64,778
156.66,779
156.68,781
156.7,781
156.72,782
156.74,783
156.76,784
156.78,784
156.8,784
156.82,785
156.84,785
156.86,786
156.88,787
156.9,788
156.92,789
156.94,790
156.96,790
156.98,790
157,790
157.02,790
157.04,790
157.06,791
157.08,791
157.1,792
157.12,793
157.14,795
157.16,796
157.18,796
157.2,796
157.22,796
157.24,796
157.26,798
157.28,798
157.3,800
157.32,800
157.34,800
157.36,801
157.38,801
157.4,801
157.42,801
157.44,801
157.46,801
157.48,801
157.5,801
157.52,801
157.54,801
157.56,801
157.58,801
157.6,801
157.62,801
157.64,801
157.66,801
157.68,799
157.7,799
157.72,798
157.74,798
157.76,797
157.78,797
157.8,797
157.82,798
157.84,798
157.86,798
157.88,798
157.9,799
157.92,799
157.94,799
157.96,799
157.98,799
158,799
158.02,799
158.04,799
158.06,800
158.08,800
158.1,801
158.12,802
158.14,801
158.16,802
158.18,801
158.2,802
158.22,801
158.24,802
158.26,802
158.28,802
158.3,802
158.32,802
158.34,802
158.36,802
158.38,802
158.4,802
158.42,802
158.44,803
158.46,803
158.48,803
158.5,803
158.52,803
158.54,803
158.56,804
158.58,804
158.6,804
158.62,804
158.64,805
158.66,805
158.68,806
158.7,806
158.72,806
158.74,807
158.76,807
158.78,807
158.8,807
158.82,807
158.84,808
158.86,808
158.88,808
158.9,808
158.92,808
158.94,808
158.96,808
158.98,807
159,807
159.02,807
159.04,807
159.06,808
159.08,808
159.1,808
159.12,809
159.14,809
159.16,809
159.18,808
159.2,808
159.22,807
159.24,808
159.26,808
159.28,809
159.3,810
159.32,810
159.34,810
159.36,810
159.38,810
159.4,811
159.42,811
159.44,811
159.46,811
159.48,811
159.5,811
159.52,811
159.54,811
159.56,810
159.58,810
159.6,810
159.62,809
159.64,809
159.66,808
159.68,808
159.7,808
159.72,807
159.74,807
159.76,806
159.78,806
159.8,807
159.82,807
159.84,807
159.86,808
159.88,807
159.9,807
159.92,806
159.94,806
159.96,805
159.98,805
160,806
160.02,805
160.04,805
160.06,806
160.08,805
160.1,806
160.12,805
160.14,806
160.16,806
160.18,806
160.2,806
160.22,806
160.24,806
160.26,805
160.28,805
160.3,805
160.32,805
160.34,805
160.36,804
160.38,804
160.4,804
160.42,804
160.44,803
160.46,803
160.48,803
160.5,803
160.52,802
160.54,802
160.56,802
160.58,802
160.6,802
160.62,801
160.64,800
,
160.66,799
160.68,797
160.7,796
160.72,796
160.74,797
160.76,797
160.78,796
160.8,796
160.82,795
160.84,794
160.86,793
160.88,792
160.9,792
160.92,791
160.94,791
160.96,791
160.98,791
161,791
161.02,790
161.04,790
161.06,790
161.08,790
161.1,792
161.12,792
161.14,791
161.16,790
161.18,790
161.2,790
161.22,791
161.24,791
161.26,791
161.28,790
161.3,789
161.32,788
161.34,788
161.36,788
161.38,788
161.4,789
161.42,789
161.44,789
161.46,789
161.48,789
161.5,790
161.52,790
161.54,790
161.56,790
161.58,790
161.6,791
161.62,791
161.64,791
161.66,792
161.68,792
161.7,792
161.72,792
161.74,792
161.76,793
161.78,792
161.8,792
161.82,793
161.84,793
161.86,793
161.88,792
161.9,791
161.92,789
161.94,788
161.96,785
161.98,784
162,783
162.02,780
162.04,779
162.06,778
162.08,777
162.1,777
162.12,775
162.14,774
162.16,774
162.18,773
162.2,773
162.22,773
162.24,771
162.26,771
162.28,769
162.3,767
162.32,768
162.34,767
162.36,767
162.38,767
162.4,766
162.42,766
162.44,764
162.46,763
162.48,762
162.5,760
162.52,758
162.54,756
162.56,756
162.58,753
162.6,752
162.62,751
162.64,750
162.66,748
162.68,746
162.7,746
162.72,744
162.74,744
162.76,742
162.78,740
162.8,739
162.82,738
162.84,737
162.86,733
162.88,732
162.9,730
162.92,728
162.94,725
162.96,725
162.98,724
163,724
163.02,724
163.04,724
163.06,723
163.08,723
163.1,723
163.12,721
163.14,720
163.16,720
163.18,718
163.2,717
163.22,716
163.24,715
163.26,714
163.28,712
163.3,712
163.32,711
163.34,711
163.36,709
163.38,709
163.4,709
163.42,709
163.44,706
163.46,706
163.48,704
163.5,704
163.52,699
163.54,699
163.56,699
163.58,697
163.6,697
163.62,694
163.64,694
163.66,690
163.68,687
163.7,681
163.72,677
163.74,667
163.76,664
163.78,667
163.8,662
163.82,665
163.84,662
163.86,662
163.88,656
163.9,654
163.92,654
163.94,650
163.96,649
163.98,645
164,644
164.02,643
164.04,638
164.06,636
164.08,628
164.1,627
164.12,621
164.14,619
164.16,614
164.18,612
164.2,613
164.22,610
164.24,610
164.26,610
164.28,604
164.3,598
164.32,592
164.34,585
164.36,581
164.38,574
164.4,569
164.42,#REF!
164.44,#REF!
164.46,#REF!
164.48,#REF!
164.5,#REF!
164.52,#REF!
164.54,#REF!
164.56,#REF!
164.58,#REF!
164.6,#REF!
164.62,#REF!
164.64,#REF!
164.66,507
164.68,507
164.7,507
164.72,507
164.74,507
164.76,507
164.78,#REF!
164.8,#REF!
164.82,#REF!
164.84,#REF!
164.86,#REF!
164.88,#REF!
164.9,#REF!
164.92,#REF!
,#REF!
164.94,#REF!
164.96,#REF!
164.98,#REF!
165,#REF!
165.02,#REF!
165.04,#REF!
165.06,#REF!
165.08,#REF!
165.1,#REF!
165.12,#REF!
165.14,#REF!
165.16,#REF!
165.18,#REF!
165.2,#REF!
165.22,#REF!
165.24,#REF!
165.26,#REF!
165.28,#REF!
,675
165.3,675
165.32,675
165.34,675
165.36,675
165.38,675
165.4,675
165.42,675
165.44,675
165.46,675
165.48,675
165.5,676
165.52,676
165.54,676
165.56,676
165.58,676
165.6,677
165.62,677
165.64,676
165.66,674
165.68,674
165.7,676
165.72,676
165.74,676
165.76,676
165.78,675
165.8,675
165.82,675
165.84,675
165.86,676
165.88,676
165.9,677
165.92,677
165.94,677
165.96,677
165.98,677
166,677
166.02,676
166.04,676
166.06,676
166.08,677
166.1,677
166.12,677
166.14,676
166.16,676
166.18,676
166.2,677
166.22,677
166.24,678
166.26,678
166.28,678
166.3,678
166.32,679
166.34,679
166.36,680
166.38,680
166.4,681
166.42,681
166.44,681
166.46,681
166.48,681
166.5,681
166.52,682
166.54,682
166.56,682
166.58,682
166.6,683
166.62,683
166.64,683
166.66,683
166.68,684
166.7,684
166.72,685
166.74,685
166.76,687
166.78,688
166.8,690
166.82,691
166.84,693
166.86,694
166.88,696
166.9,699
166.92,701
,
166.94,703
166.96,704
166.98,707
167,709
167.02,711
167.04,713
167.06,715
167.08,717
167.1,720
167.12,722
167.14,724
167.16,726
167.18,731
167.2,733
167.22,737
167.24,739
167.26,743
167.28,744
167.3,748
167.32,750
167.34,751
167.36,755
167.38,756
167.4,759
167.42,760
167.44,763
167.46,764
167.48,766
167.5,767
167.52,769
167.54,769
167.56,770
167.58,772
167.6,773
167.62,773
167.64,773
167.66,774
167.68,775
167.7,775
167.72,775
167.74,775
167.76,775
167.78,775
167.8,775
167.82,774
167.84,774
167.86,774
167.88,774
167.9,774
167.92,773
167.94,773
167.96,773
167.98,772
168,772
168.02,772
168.04,772
168.06,772
168.08,772
168.1,772
168.12,771
168.14,770
168.16,770
168.18,769
168.2,769
168.22,768
168.24,768
168.26,767
168.28,768
168.3,767
168.32,767
168.34,766
168.36,766
168.38,765
168.4,765
168.42,765
168.44,765
168.46,765
168.48,766
168.5,766
168.52,766
168.54,766
168.56,766
168.58,766
168.6,765
168.62,765
168.64,764
168.66,763
168.68,763
168.7,762
168.72,761
168.74,761
168.76,761
168.78,760
168.8,760
168.82,759
168.84,759
168.86,759
168.88,758
168.9,757
168.92,757
168.94,756
168.96,755
168.98,755
169,754
169.02,753
169.04,751
169.06,750
169.08,749
169.1,748
169.12,746
169.14,745
169.16,745
169.18,743
169.2,742
169.22,740
169.24,739
169.26,737
169.28,736
169.3,734
169.32,733
169.34,732
169.36,732
169.38,731
169.4,730
169.42,729
169.44,728
169.46,728
169.48,727
169.5,726
169.52,726
169.54,725
169.56,724
169.58,723
169.6,722
169.62,721
169.64,720
169.66,719
169.68,718
169.7,718
169.72,717
169.74,716
169.76,715
169.78,715
169.8,714
169.82,713
169.84,712
169.86,712
169.88,710
169.9,710
169.92,709
169.94,708
169.96,708
169.98,708
170,707
170.02,707
170.04,706
170.06,706
170.08,706
170.1,706
170.12,706
170.14,706
170.16,706
170.18,706
170.2,706
170.22,706
170.24,706
170.26,706
170.28,706
170.3,705
170.32,705
170.34,704
170.36,703
170.38,703
170.4,704
170.42,704
170.44,703
170.46,704
170.48,705
170.5,705
170.52,705
170.54,705
170.56,705
170.58,705
170.6,705
170.62,706
170.64,706
170.66,707
170.68,707
170.7,707
170.72,707
170.74,707
170.76,707
170.78,707
170.8,707
170.82,707
170.84,707
170.86,707
170.88,708
170.9,708
170.92,709
170.94,709
170.96,709
170.98,709
171,709
171.02,709
171.04,709
171.06,709
171.08,709
171.1,709
171.12,708
171.14,708
171.16,708
171.18,708
171.2,708
171.22,709
171.24,709
171.26,709
171.28,709
171.3,709
171.32,709
171.34,709
171.36,709
171.38,709
171.4,709
171.42,709
171.44,710
171.46,710
171.48,709
171.5,709
171.52,709
171.54,708
171.56,707
171.58,707
171.6,706
171.62,706
171.64,705
171.66,705
171.68,704
171.7,703
171.72,702
171.74,702
171.76,702
171.78,701
171.8,700
171.82,699
171.84,700
171.86,700
171.88,700
171.9,700
171.92,700
171.94,700
171.96,699
171.98,699
172,699
172.02,698
172.04,698
172.06,696
172.08,695
172.1,695
172.12,694
172.14,692
172.16,692
172.18,690
172.2,690
172.22,689
172.24,688
172.26,688
172.28,687
172.3,686
172.32,686
172.34,687
172.36,686
172.38,686
172.4,686
172.42,686
172.44,686
172.46,686
172.48,686
172.5,686
172.52,686
172.54,686
172.56,685
172.58,684
172.6,684
172.62,682
172.64,681
172.66,681
172.68,683
172.7,685
172.72,686
172.74,685
172.76,686
172.78,686
172.8,685
172.82,685
172.84,687
172.86,687
172.88,687
172.9,687
172.92,687
172.94,687
172.96,687
172.98,688
173,688
173.02,688
173.04,688
173.06,688
173.08,689
173.1,690
173.12,691
173.14,691
173.16,691
173.18,692
173.2,692
173.22,694
173.24,694
173.26,694
173.28,694
173.3,694
173.32,694
173.34,694
173.36,695
173.38,695
173.4,696
173.42,696
173.44,696
173.46,697
173.48,698
173.5,699
173.52,698
173.54,698
173.56,699
173.58,698
173.6,699
173.62,699
173.64,699
173.66,699
173.68,700
173.7,700
173.72,700
173.74,700
173.76,699
173.78,699
173.8,699
173.82,699
173.84,699
173.86,699
173.88,699
173.9,700
173.92,700
173.94,701
173.96,700
173.98,701
174,701
174.02,701
174.04,702
174.06,702
174.08,702
174.1,702
174.12,702
174.14,702
174.16,702
174.18,703
174.2,703
174.22,703
174.24,703
174.26,703
174.28,704
174.3,703
174.32,704
174.34,703
174.36,704
174.38,703
174.4,703
174.42,702
174.44,704
174.46,703
174.48,702
174.5,701
174.52,700
174.54,699
174.56,698
174.58,698
174.6,696
174.62,696
174.64,694
174.66,694
174.68,694
174.7,693
174.72,692
174.74,691
174.76,689
174.78,688
174.8,685
174.82,684
174.84,681
174.86,681
174.88,681
174.9,682
174.92,684
174.94,684
174.96,684
174.98,684
175,683
175.02,682
175.04,681
175.06,680
175.08,680
175.1,679
175.12,679
175.14,679
175.16,678
175.18,677
175.2,675
175.22,674
175.24,675
175.26,675
175.28,676
175.3,676
175.32,676
175.34,677
175.36,677
175.38,677
175.4,677
175.42,678
175.44,678
175.46,678
175.48,678
175.5,677
175.52,677
175.54,677
175.56,676
175.58,676
175.6,676
175.62,676
175.64,676
175.66,676
175.68,676
175.7,676
175.72,677
175.74,677
175.76,677
175.78,677
175.8,677
175.82,676
175.84,676
175.86,675
175.88,675
175.9,675
175.92,675
175.94,676
175.96,676
175.98,677
176,677
176.02,677
176.04,677
176.06,677
176.08,677
176.1,678
176.12,679
176.14,679
176.16,680
176.18,680
176.2,681
176.22,682
176.24,683
176.26,683
176.28,685
176.3,686
176.32,686
176.34,686
176.36,687
176.38,687
176.4,688
176.42,688
176.44,688
176.46,689
176.48,690
176.5,691
176.52,691
176.54,691
176.56,691
176.58,691
176.6,691
176.62,691
176.64,691
176.66,692
176.68,693
176.7,694
176.72,695
176.74,695
176.76,695
176.78,695
176.8,695
176.82,694
176.84,694
176.86,694
176.88,695
176.9,695
176.92,695
176.94,695
176.96,695
176.98,696
177,696
177.02,696
177.04,696
177.06,696
177.08,697
177.1,696
177.12,695
177.14,695
177.16,694
177.18,696
177.2,697
177.22,698
177.24,699
177.26,699
177.28,699
177.3,698
177.32,699
177.34,699
177.36,697
177.38,696
177.4,696
177.42,695
177.44,694
177.46,695
177.48,696
177.5,696
177.52,696
177.54,698
177.56,699
177.58,698
177.6,698
177.62,697
177.64,696
177.66,698
177.68,699
177.7,700
177.72,700
177.74,700
177.76,701
177.78,702
177.8,703
177.82,704
177.84,705
177.86,706
177.88,706
177.9,708
177.92,709
177.94,709
177.96,709
177.98,710
178,711
178.02,711
178.04,712
178.06,713
178.08,714
178.1,714
178.12,716
178.14,717
178.16,717
178.18,718
178.2,719
178.22,720
178.24,721
178.26,721
178.28,723
178.3,723
178.32,723
178.34,724
178.36,725
178.38,725
178.4,727
178.42,728
178.44,729
178.46,730
178.48,731
178.5,731
178.52,732
178.54,733
178.56,734
178.58,735
178.6,736
178.62,738
178.64,738
,
178.66,739
178.68,739
178.7,741
178.72,742
178.74,742
178.76,743
178.78,746
178.8,747
178.82,748
178.84,750
178.86,751
178.88,751
178.9,752
178.92,752
178.94,752
178.96,752
178.98,753
179,753
179.02,754
179.04,754
179.06,755
179.08,755
179.1,756
179.12,756
179.14,756
179.16,756
179.18,755
179.2,755
179.22,755
179.24,755
179.26,754
179.28,755
179.3,754
179.32,754
179.34,753
179.36,753
179.38,753
179.4,752
179.42,751
179.44,751
179.46,752
179.48,752
179.5,752
179.52,752
179.54,751
179.56,751
179.58,750
179.6,749
179.62,749
179.64,748
179.66,747
179.68,746
179.7,745
179.72,744
179.74,743
179.76,742
179.78,741
179.8,739
179.82,738
179.84,736
179.86,735
179.88,731
179.9,730
179.92,727
179.94,725
179.96,721
179.98,719
180,716
180.02,715
180.04,716
180.06,715
180.08,715
180.1,715
180.12,714
180.14,714
180.16,714
180.18,714
180.2,714
180.22,713
180.24,713
180.26,713
180.28,713
180.3,712
180.32,712
180.34,711
180.36,711
180.38,710
180.4,709
180.42,708
180.44,708
180.46,707
180.48,707
180.5,706
180.52,706
180.54,704
180.56,704
180.58,703
180.6,701
180.62,700
180.64,698
180.66,697
180.68,697
180.7,696
180.72,696
180.74,695
180.76,694
180.78,693
180.8,694
180.82,693
180.84,692
180.86,691
180.88,690
180.9,690
180.92,689
180.94,688
180.96,687
180.98,687
181,687
181.02,686
181.04,686
181.06,686
181.08,686
181.1,686
181.12,686
181.14,686
181.16,685
181.18,686
181.2,685
181.22,685
181.24,684
181.26,684
181.28,683
181.3,683
181.32,682
181.34,682
181.36,682
181.38,682
181.4,681
181.42,681
181.44,681
181.46,681
181.48,681
181.5,680
181.52,680
181.54,680
181.56,680
181.58,680
181.6,679
181.62,679
181.64,678
181.66,677
181.68,677
181.7,677
181.72,676
181.74,676
181.76,676
181.78,675
181.8,675
181.82,675
181.84,675
181.86,674
181.88,674
181.9,673
181.92,673
181.94,673
181.96,672
181.98,672
182,671
182.02,670
182.04,669
182.06,669
182.08,669
182.1,669
182.12,668
182.14,669
182.16,669
182.18,671
182.2,672
182.22,672
182.24,672
182.26,671
182.28,671
182.3,672
182.32,672
182.34,672
182.36,672
182.38,672
182.4,672
182.42,671
182.44,671
182.46,671
182.48,670
182.5,670
182.52,670
182.54,669
182.56,669
182.58,669
182.6,669
182.62,669
182.64,669
182.66,669
182.68,669
182.7,669
182.72,669
182.74,669
182.76,669
182.78,670
182.8,670
182.82,670
182.84,670
182.86,670
182.88,671
182.9,671
182.92,670
182.94,670
182.96,669
182.98,670
183,670
183.02,670
183.04,669
183.06,670
183.08,669
183.1,668
183.12,668
183.14,669
183.16,670
183.18,671
183.2,672
183.22,671
183.24,669
183.26,669
183.28,666
183.3,665
183.32,664
183.34,663
183.36,662
183.38,662
183.4,661
183.42,661
183.44,660
183.46,660
183.48,660
183.5,660
183.52,660
183.54,659
183.56,659
183.58,659
183.6,658
183.62,657
183.64,658
183.66,657
183.68,657
183.7,657
183.72,657
183.74,658
183.76,658
183.78,658
183.8,658
183.82,658
183.84,657
183.86,657
183.88,657
183.9,657
183.92,658
183.94,659
183.96,658
183.98,658
184,657
184.02,656
184.04,655
184.06,655
184.08,655
184.1,655
184.12,655
184.14,654
184.16,653
184.18,652
184.2,654
184.22,655
184.24,655
184.26,655
184.28,655
184.3,656
184.32,656
184.34,656
184.36,655
184.38,655
184.4,655
184.42,656
184.44,656
184.46,656
184.48,656
184.5,657
184.52,657
184.54,657
184.56,657
184.58,657
184.6,657
184.62,657
184.64,657
184.66,656
184.68,656
184.7,656
184.72,656
184.74,656
184.76,656
184.78,657
184.8,657
184.82,657
184.84,657
184.86,657
184.88,657
184.9,657
184.92,657
184.94,656
184.96,656
184.98,656
185,655
185.02,655
185.04,655
185.06,655
185.08,655
185.1,655
185.12,654
185.14,654
185.16,654
185.18,654
185.2,653
185.22,653
185.24,653
185.26,653
185.28,652
185.3,652
185.32,652
185.34,651
185.36,650
185.38,650
185.4,649
185.42,649
185.44,649
185.46,649
185.48,648
185.5,648
185.52,648
185.54,648
185.56,647
185.58,647
185.6,646
185.62,646
185.64,646
